"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",572.79,345.2998729448089,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",602.47,351.61994898622663,AHEAD
"[110, 194, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",1239.79,344.4389650559326,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",954.19,349.9646978310352,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",810.81,24.5365092867641,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",1323.7,355.30826423254894,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",930.25,27.273643272260443,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",628.19,354.66951828728133,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 450]",940.35,341.5488717999692,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",806.91,334.1269667364223,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",248.02,24.966767584862083,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 470, 390, 342, 312, 306, 304, 317, 340]",1256.17,18.899487557611337,RIGHT
"[190, 164, 152, 144, 142, 144, 152, 164, 190, 245, 358, 498, 498, 498, 498, 498, 498]",413.91,16.84235998821967,LEFT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",1019.51,8.476007983259393,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",1005.86,10.147075491564152,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",1111.99,352.29095062835324,AHEAD
"[498, 498, 498, 498, 498, 498, 498, 429, 340, 388, 498, 498, 498, 498, 498, 498, 498]",607.04,11.861645783632667,LEFT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",933.05,306.03901015477413,RIGHT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",831.26,52.60138684455575,LEFT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 490, 466, 450, 467, 486, 498, 498, 498]",1098.05,346.8092493671877,AHEAD
"[498, 449, 390, 360, 340, 337, 347, 378, 390, 317, 271, 252, 241, 241, 249, 266, 290]",523.78,50.8710093451418,LEFT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 60]",737.55,302.2618107402384,RIGHT
"[498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498, 498]",979.45,344.2467814490715,AHEAD
